Internal ID,Name,Address,State or Province,County,City,Specific Place,Modern Location,Visited,Mentioned Only,Website URL,Latitude,Longitude
5468,"Machias, Washington County, Maine",,Maine,Washington County,Machias,,,,,https://wilfordwoodruffpapers.org/subjects/machias-washington-county-maine,52.4024,1.2996
5469,"Mackinac, Michilimackinac County, Wisconsin Territory",,Wisconsin Territory,Michilimackinac County,Mackinac,,"Mackinac Island, Mackinac County, Michigan",,,https://wilfordwoodruffpapers.org/subjects/mackinac-michilimackinac-county-wisconsin-territory,52.7365,-2.7226
5489,"Millbury, Worcester County, Massachusetts",,Massachusetts,Worcester County,Millbury,,,,,https://wilfordwoodruffpapers.org/subjects/millbury-worcester-county-massachusetts,50.752,-3.279
5490,"Milwaukee, Milwaukee County, Wisconsin Territory",,Wisconsin Territory,Milwaukee County,Milwaukee,,,,,https://wilfordwoodruffpapers.org/subjects/milwaukee-milwaukee-county-wisconsin-territory,51.6626,-4.0646
5494,"Mosquito Creek, Iowa",,Iowa,,,Mosquito Creek,,,,https://wilfordwoodruffpapers.org/subjects/mosquito-creek-iowa,51.501,0.058
5509,"New Marlborough, Berkshire County, Massachusetts",,Massachusetts,Berkshire County,New Marlborough,,,,,https://wilfordwoodruffpapers.org/subjects/new-marlborough-berkshire-county-massachusetts,52.715,-2.042
5511,"Newton Heath, Lancashire, England",,,Lancashire,Newton Heath,,,,,https://wilfordwoodruffpapers.org/subjects/newton-heath-lancashire-england,53.054,-3.074
5515,"Plum Island, Essex County, Massachusetts",,Massachusetts,Essex County,Plum Island,,,,,https://wilfordwoodruffpapers.org/subjects/plum-island-essex-county-massachusetts,51.0535,-2.7361
5516,"Portsmouth, Rockingham County, New Hampshire",,New Hampshire,Rockingham County,Portsmouth,,,,,https://wilfordwoodruffpapers.org/subjects/portsmouth-rockingham-county-new-hampshire,51.4881,-0.6092
5517,"Pottawattamie County, Iowa",,Iowa,Pottawattamie County,,,,,,https://wilfordwoodruffpapers.org/subjects/pottawattamie-county-iowa,55.925,-4.4593
5534,Sandwich Islands,,,,,,Hawaiian Islands,,,https://wilfordwoodruffpapers.org/subjects/sandwich-islands,52.6351,-1.2341
5560,"St. George, Knox County, Maine",,Maine,Knox County,St. George,,,,,https://wilfordwoodruffpapers.org/subjects/st-george-knox-county-maine,52.2535,0.1042
5561,"St. Joseph, Buchanan County, Missouri",,Missouri,Buchanan County,St. Joseph,,"St. Joseph, Buchanan County, Missouri",,,https://wilfordwoodruffpapers.org/subjects/st-joseph-buchanan-county-missouri,56.153,-3.742
5566,Sweden,,,,,,,,,https://wilfordwoodruffpapers.org/subjects/sweden,51.651,-3.283
5596,"Winter Harbor, Hancock County, Maine",,Maine,Hancock County,Winter Harbor,,,,,https://wilfordwoodruffpapers.org/subjects/winter-harbor-hancock-county-maine,56.153,-3.7996
5620,"Beverly, Burlington County, New Jersey",,New Jersey,Burlington County,Beverly,,,,,https://wilfordwoodruffpapers.org/subjects/beverly-burlington-county-new-jersey,51.67,0.38
5622,"Boardentown, Burlington County, New Jersey",,New Jersey,Burlington County,Boardentown,,,,,https://wilfordwoodruffpapers.org/subjects/boardentown-burlington-county-new-jersey,53.538,-2.069
5623,"Bosley, Cheshire, England",,,Cheshire,Bosley,,,,,https://wilfordwoodruffpapers.org/subjects/bosley-cheshire-england,52.2625,-0.9
5630,"Canterbury, Kent, England",,,Kent,Canterbury,,,,,https://wilfordwoodruffpapers.org/subjects/canterbury-kent-england,55.127,-1.539
5637,"Danielson, Windham County, Connecticut",,Connecticut,Windham County,Danielson,,,,,https://wilfordwoodruffpapers.org/subjects/danielson-windham-county-connecticut,52.926,-1.16
5640,Denmark,,,,,,,,,https://wilfordwoodruffpapers.org/subjects/denmark,55.0729,-1.5252
5652,"Fair Hill, Cecil County, Maryland",,Maryland,Cecil County,Fair Hill,,,,,https://wilfordwoodruffpapers.org/subjects/fair-hill-cecil-county-maryland,51.661,-3.448
5658,"Girard College, Philadelphia, Philadelphia County, Pennsylvania",,Pennsylvania,Philadelphia County,Philadelphia,Girard College,,,,https://wilfordwoodruffpapers.org/subjects/girard-college-philadelphia-philadelphia-county-pennsylvania,53.441,-1.502
5668,Italy,,,,,,,,,https://wilfordwoodruffpapers.org/subjects/italy,51.556,-3.3577
5705,"Naugatuck, New Haven County, Connecticut",,Connecticut,New Haven County,Naugatuck,,,,,https://wilfordwoodruffpapers.org/subjects/naugatuck-new-haven-county-connecticut,57.667,-2.524
5706,New Hampshire,,New Hampshire,,,,New Hampshire,,,https://wilfordwoodruffpapers.org/subjects/new-hampshire,54.076,-2.837
5707,"Newark, New Castle County, Delaware",,Delaware,New Castle County,Newark,,,,,https://wilfordwoodruffpapers.org/subjects/newark-new-castle-county-delaware,52.67,-1.92
5711,"Norwich, New London County, Connecticut",,Connecticut,New London County,Norwich,,,,,https://wilfordwoodruffpapers.org/subjects/norwich-new-london-county-connecticut,52.0473,-0.8928
5719,"Rollins Settlement, Pottawattamie County, Iowa",,Iowa,Pottawattamie County,,Rollins Settlement,,,,https://wilfordwoodruffpapers.org/subjects/rollins-settlement-pottawattamie-county-iowa,56.4467,-2.8796
5723,"San Jose, Santa Clara County, California",,California,Santa Clara County,San Jose,,,,,https://wilfordwoodruffpapers.org/subjects/san-jose-santa-clara-county-california,56.2234,-2.7027
5725,"Somerville, Somerset County, New Jersey",,New Jersey,Somerset County,Somerville,,,,,https://wilfordwoodruffpapers.org/subjects/somerville-somerset-county-new-jersey,53.746,-2.665
5726,"Staten Island, Richmond County, New York",,New York,Richmond County,Staten Island,,,,,https://wilfordwoodruffpapers.org/subjects/staten-island-richmond-county-new-york,51.1795,-3.3242
5732,"Turkeytown, Cecil County, Maryland",,Maryland,Cecil County,Turkeytown,,,,,https://wilfordwoodruffpapers.org/subjects/turkeytown-cecil-county-maryland,50.7414,-1.6959
5737,"Wallingford, New Haven County, Connecticut",,Connecticut,New Haven County,Wallingford,,,,,https://wilfordwoodruffpapers.org/subjects/wallingford-new-haven-county-connecticut,53.0056,-1.4254
5743,"Willimantic, Windham County, Connecticut",,Connecticut,Windham County,Willimantic,,,,,https://wilfordwoodruffpapers.org/subjects/willimantic-windham-county-connecticut,51.53,-3.43
5744,"Wilmington, New Castle County, Delaware",,Delaware,New Castle County,Wilmington,,,,,https://wilfordwoodruffpapers.org/subjects/wilmington-new-castle-county-delaware,52.408,-4.06
5745,Wisconsin Territory,,Wisconsin Territory,,,,Wisconsin,,,https://wilfordwoodruffpapers.org/subjects/wisconsin-territory,53.23,-4.16
5750,Arizona Territory,,Arizona Territory,,,,Arizona,,,https://wilfordwoodruffpapers.org/subjects/arizona-territory,51.2944,-1.1098
5760,"Cedar Creek, Petit Jean, Conway County, Arkansas Territory",,Arkansas Territory,Conway County,Petit Jean,Cedar Creek,"Cedar Creek, Petit Jean, Conway County, Arkansas",,,https://wilfordwoodruffpapers.org/subjects/cedar-creek-petit-jean-conway-county-arkansas-territory,56.107,-3.749
5762,"Petit Jean River, Arkansas Territory",,Arkansas Territory,,,Petit Jean River,"Petit Jean River, Arkansas",,,https://wilfordwoodruffpapers.org/subjects/petit-jean-river-arkansas-territory,54.954,-1.684
5765,"Altrincham, Cheshire, England",,,Cheshire,Altrincham,,"Altrincham, Greater Manchester, England",,,https://wilfordwoodruffpapers.org/subjects/altrincham-cheshire-england,54.5211,-1.2595
5815,Nebraska Territory,,Nebraska Territory,,,,Nebraska,,,https://wilfordwoodruffpapers.org/subjects/nebraska-territory,54.881,-1.534
5884,"Palmyra, Marion County, Missouri",,Missouri,Marion County,Palmyra,,,,,https://wilfordwoodruffpapers.org/subjects/palmyra-marion-county-missouri,56.07,-3.17
5885,"Jackson County, Tennessee",,Tennessee,Jackson County,,,"Jackson County, Tennessee",,,https://wilfordwoodruffpapers.org/subjects/jackson-county-tennessee,51.0525,-4.1945
5895,Alabama,,Alabama,,,,Alabama,,,https://wilfordwoodruffpapers.org/subjects/alabama,53.992,-1.0724
5902,"Mississippi River, United States",,,,,Mississippi River,,,,https://wilfordwoodruffpapers.org/subjects/mississippi-river-united-states,52.62,-2.113
5903,"Tennessee River, United States",,,,,Tennessee River,,,,https://wilfordwoodruffpapers.org/subjects/tennessee-river-united-states,22.3,114.2
5904,"Kirtland Safety Society Bank, Kirtland, Geauga County, Ohio",,,,,Kirtland Safety Society Bank,no longer in existence,,,https://wilfordwoodruffpapers.org/subjects/kirtland-safety-society-bank-kirtland-geauga-county-ohio,1.3,103.8
5905,"Canada, British North America",,Canada,,,,Canada,,,https://wilfordwoodruffpapers.org/subjects/canada-british-north-america,22.3167,114.1833
5906,"Bastard, Leeds County, Canada West, British North America",,Canada West,Leeds County,Bastard,,"Rideau Lakes Township, United Counties of Leeds and Grenville, Ontario, Canada",,,https://wilfordwoodruffpapers.org/subjects/bastard-leeds-county-canada-west-british-north-america,43.2775,76.8958
5908,Newfoundland,,,,,,"Newfoundland and Labrador, Canada",,,https://wilfordwoodruffpapers.org/subjects/newfoundland,51.1472,71.4222
5909,"Great Salt Lake City, Great Salt Lake County, Utah Territory",,Utah,Salt Lake County,Salt Lake City,,"Salt Lake City, Salt Lake County, Utah",,,https://wilfordwoodruffpapers.org/subjects/great-salt-lake-city-great-salt-lake-county-utah-territory,42.3167,69.5958
5910,"Missouri River, United States",,,,,Missouri River,,,,https://wilfordwoodruffpapers.org/subjects/missouri-river-united-states,27.7172,85.324
5912,United States of America,,,,,,,,,https://wilfordwoodruffpapers.org/subjects/united-states-of-america,31.5069,34.456
5916,"Cranberry Lake, Canada West, British North America",,Canada West,,,Cranberry Lake,"Crandberry Lake, Ontario, Canada",,,https://wilfordwoodruffpapers.org/subjects/cranberry-lake-canada-west-british-north-america,-20.8789,55.4481
5917,"Jones Falls, Canada West, British North America",,Canada West,,Jones Falls,,"Jones Falls, Ontario, Canada",,,https://wilfordwoodruffpapers.org/subjects/jones-falls-canada-west-british-north-america,25.0781,-77.3386
5918,"Leeds Township, Leeds County, Canada West, British North America",,Canada West,Leeds County,Leeds Township,,"Leeds and the Thousand Islands Township, United Counties of Leeds and Grenville, Ontario, Canada",,,https://wilfordwoodruffpapers.org/subjects/leeds-township-leeds-county-canada-west-british-north-america,14.6,-61.0667
5920,"River Thames, England",,,,,River Thames,,,,https://wilfordwoodruffpapers.org/subjects/river-thames-england,36.1333,-5.35
5922,"Spoon River, Illinois",,Illinois,,,Spoon River,,,,https://wilfordwoodruffpapers.org/subjects/spoon-river-illinois,12.108,-68.935
5923,"Manitou Islands, Lake Michigan, Leelanau County, Michigan",,Michigan,Leelanau County,Lake Michigan,Manitou Islands,,,,https://wilfordwoodruffpapers.org/subjects/manitou-islands-lake-michigan-leelanau-county-michigan,4.933,-52.33
5924,"St. Clair River, Michigan",,Michigan,,,St. Clair River,,,,https://wilfordwoodruffpapers.org/subjects/st-clair-river-michigan,43.7333,7.4167
5925,"Welland Canal, Canada West, British North America",,Canada West,,,Welland Canal,"Welland Canal, Ontario, Canada",,,https://wilfordwoodruffpapers.org/subjects/welland-canal-canada-west-british-north-america,1.3382,173.0176
5926,"New Orleans, Louisiana",,Louisiana,,New Orleans,,,,,https://wilfordwoodruffpapers.org/subjects/new-orleans-louisiana,12.5186,-70.0358
5927,Seine River,,,,,Seine River,,,,https://wilfordwoodruffpapers.org/subjects/seine-river,49.1858,-2.11
5928,"White River, Arkansas Territory",,Arkansas Territory,,,White River,,,,https://wilfordwoodruffpapers.org/subjects/white-river-arkansas-territory,-12.7794,45.2272
5929,"River Clyde, Scotland",,,,,River Clyde,,,,https://wilfordwoodruffpapers.org/subjects/river-clyde-scotland,54.145,-4.482
5930,"River Leven, West Dunbartonshire, Scotland",,,West Dunbartonshire,,River Leven,,,,https://wilfordwoodruffpapers.org/subjects/river-leven-west-dunbartonshire-scotland,19.2866,-81.3744
5931,"River Forth, Scotland",,,,,River Forth,,,,https://wilfordwoodruffpapers.org/subjects/river-forth-scotland,18.4167,-64.6167
5934,"Ohio River, United States",,,,,Ohio River,,,,https://wilfordwoodruffpapers.org/subjects/ohio-river-united-states,-14.274,-170.7046
5935,"Williamstown, Decatur and Rush Counties, Indiana",,Indiana,Decatur and Rush Counties,Williamstown,,,,,https://wilfordwoodruffpapers.org/subjects/williamstown-decatur-and-rush-counties-indiana,21.4664,-71.136
5936,"Cambridge City, Wayne County, Indiana",,Indiana,Wayne County,Cambridge City,,,,,https://wilfordwoodruffpapers.org/subjects/cambridge-city-wayne-county-indiana,18.0706,-63.0847
5938,"Mount of Olives, Jerusalem",,,,Jerusalem,Mount of Olives,,,,https://wilfordwoodruffpapers.org/subjects/mount-of-olives-jerusalem,-21.207,-159.771
5939,"South Australia, Australia",,South Australia,,,,,,,https://wilfordwoodruffpapers.org/subjects/south-australia-australia,18.0237,-63.0458
5941,"Essex County, Canada West, British North America",,Canada West,Essex County,,,"Essex County, Ontario, Canada",,,https://wilfordwoodruffpapers.org/subjects/essex-county-canada-west-british-north-america,15.2137,145.7546
5942,"Carthage Jail, Carthage, Hancock County, Illinois",,,,,Carthage Jail,,,,https://wilfordwoodruffpapers.org/subjects/carthage-jail-carthage-hancock-county-illinois,-51.7,-57.85
5943,"Canada East, British North America",,Canada East,,,,"Quebec, Canada",,,https://wilfordwoodruffpapers.org/subjects/canada-east-british-north-america,41.904,12.453
5944,"New Brunswick, British North America",,New Brunswick,,,,"New Brunswick, Canada",,,https://wilfordwoodruffpapers.org/subjects/new-brunswick-british-north-america,-19.056,-169.921
5946,"Hamilton, Hancock County, Illinois",,Illinois,Hancock County,Hamilton,,,,,https://wilfordwoodruffpapers.org/subjects/hamilton-hancock-county-illinois,16.0104,-61.7055
5947,"Straits of Mackinac, Michigan",,Michigan,,,Straits of Mackinac,,,,https://wilfordwoodruffpapers.org/subjects/straits-of-mackinac-michigan,13.4745,144.7504
5948,"Paw Paw, Lee County, Illinois",,Illinois,Lee County,Paw Paw,,,,,https://wilfordwoodruffpapers.org/subjects/paw-paw-lee-county-illinois,17.8958,-62.8508
5949,"Woodruff, Rich County, Utah Territory",,Utah Territory,Rich County,Woodruff,,,,,https://wilfordwoodruffpapers.org/subjects/woodruff-rich-county-utah-territory,46.7811,-56.1764
5952,"Mount Pisgah, Union County, Iowa",,Iowa,Union County,,Mount Pisgah,,,,https://wilfordwoodruffpapers.org/subjects/mount-pisgah-union-county-iowa,18.2167,-63.05
5953,"Grand River, Iowa and Missouri",,Iowa and Missouri,,,Grand River,,,,https://wilfordwoodruffpapers.org/subjects/grand-river-iowa-and-missouri,-29.0569,167.9617
5954,"Santa Fe, Santa Fe County, New Mexico Territory",,New Mexico Territory,Santa Fe County,Santa Fe,,"Santa Fe, Santa Fe County, New Mexico",,,https://wilfordwoodruffpapers.org/subjects/santa-fe-santa-fe-county-new-mexico-territory,78.2167,15.6333
5955,Oregon Territory,,Oregon Territory,,,,Oregon,,,https://wilfordwoodruffpapers.org/subjects/oregon-territory,-25.0667,-130.0833
5958,"Rocky Mountains, United States",,,,,Rocky Mountains,,,,https://wilfordwoodruffpapers.org/subjects/rocky-mountains-united-states,-10.4167,105.7167
5959,"Lake Erie, United States",,,,,Lake Erie,,,,https://wilfordwoodruffpapers.org/subjects/lake-erie-united-states,-54.2833,-36.5
5960,"Washington, D.C., United States",,"Washington, D.C. AKA Washington City AKA District of Columbia",,,,"Washington, D.C., United States",,,https://wilfordwoodruffpapers.org/subjects/washington-dc-united-states,22.3802,114.1898
5963,"Mount Auburn Cemetery, Cambridge, Middlesex County, Massachusetts",,,,,Mount Auburn Cemetery,,,,https://wilfordwoodruffpapers.org/subjects/mount-auburn-cemetery-cambridge-middlesex-county-massachusetts,22.2006,113.5461
5966,"Delaware River, United States",,,,,Delaware River,,,,https://wilfordwoodruffpapers.org/subjects/delaware-river-united-states,49.8028,73.1056
5967,"Waterbury, New Haven County, Connecticut",,Connecticut,New Haven County,Waterbury,,,,,https://wilfordwoodruffpapers.org/subjects/waterbury-new-haven-county-connecticut,22.3282,114.1916
5970,"Beaver Harbour, Charlotte County, New Brunswick, British North America",,New Brunswick,Charlotte County,,Beaver Harbour,"Beaver Harbour, Charlotte County, New Brunswick, Canada",,,https://wilfordwoodruffpapers.org/subjects/beaver-harbour-charlotte-county-new-brunswick-british-north-america,22.3307,114.1622
5971,"Pennfield, Charlotte County, New Brunswick, British North America",,New Brunswick,Charlotte County,Pennfield,,"Pennfield, Charlotte County, New Brunswick, Canada",,,https://wilfordwoodruffpapers.org/subjects/pennfield-charlotte-county-new-brunswick-british-north-america,50.2836,57.2297
5974,"Saint John River, New Brunswick, British North America",,New Brunswick,,,Saint John River,"Saint John River, New Brunswick, Canada",,,https://wilfordwoodruffpapers.org/subjects/saint-john-river-new-brunswick-british-north-america,27.6833,84.4333
5978,"Chatham, Northumberland County, New Brunswick, British North America",,New Brunswick,Northumberland County,Chatham,,"Chatham, Northumberland County, New Brunswick, Canada",,,https://wilfordwoodruffpapers.org/subjects/chatham-northumberland-county-new-brunswick-british-north-america,42.9,71.3667
5981,"Kouchibouguac, Kent County, New Brunswick, British North America",,New Brunswick,Kent County,Kouchibouguac,,"Kouchibouguac, Kent County, New Brunswick, Canada",,,https://wilfordwoodruffpapers.org/subjects/kouchibouguac-kent-county-new-brunswick-british-north-america,22.4608,114.0012
5982,"Richibucto, Kent County, New Brunswick, British North America",,New Brunswick,Kent County,Richibucto,,"Richibucto, Kent County, New Brunswick, Canada",,,https://wilfordwoodruffpapers.org/subjects/richibucto-kent-county-new-brunswick-british-north-america,52.3,76.95
5983,"Bouctouche, Kent County, New Brunswick, British North America",,New Brunswick,Kent County,Bouctouche,,"Bouctouche, Kent County, New Brunswick, Canada",,,https://wilfordwoodruffpapers.org/subjects/bouctouche-kent-county-new-brunswick-british-north-america,50.4333,80.2667
5984,"Cocagne, Kent County, New Brunswick, British North America",,New Brunswick,Kent County,Cocagne,,"Cocagne, Kent County, New Brunswick, Canada",,,https://wilfordwoodruffpapers.org/subjects/cocagne-kent-county-new-brunswick-british-north-america,49.9833,82.6167
5985,"Shediac, Westmorland County, New Brunswick, British North America",,New Brunswick,Westmorland County,Shediac,,"Shediac, Westmorland County, New Brunswick, Canada",,,https://wilfordwoodruffpapers.org/subjects/shediac-westmorland-county-new-brunswick-british-north-america,27.6666,85.3333
5987,"Prince Edward Island, British North America",,Prince Edward Island,,,,"Prince Edward Island, Canada",,,https://wilfordwoodruffpapers.org/subjects/prince-edward-island-british-north-america,47.1167,51.8833
5988,"San Francisco, San Francisco County, California",,California,San Francisco County,San Francisco,,,,,https://wilfordwoodruffpapers.org/subjects/san-francisco-san-francisco-county-california,16.2411,-61.5331
5990,"Society Islands, French Polynesia",,,,,Society Islands,"Society Islands, French Polynesia",,,https://wilfordwoodruffpapers.org/subjects/society-islands-french-polynesia,22.2867,114.155
5991,"Weber River, Utah Territory",,Utah Territory,,,Weber River,"Weber River, Utah",,,https://wilfordwoodruffpapers.org/subjects/weber-river-utah-territory,22.3456,114.1
5998,"Utah Valley, Utah County, Utah Territory",,Utah Territory,Utah County,,Utah Valley,,,,https://wilfordwoodruffpapers.org/subjects/utah-valley-utah-county-utah-territory,44.85,65.5167
6002,"Cache Valley, Idaho and Utah Territories",,Idaho and Utah Territories,,,Cache Valley,,,,https://wilfordwoodruffpapers.org/subjects/cache-valley-idaho-and-utah-territories,51.2225,51.3725
6028,"Fort Leavenworth, Leavenworth County, Kansas Territory",,Kansas Territory,Leavenworth County,,Fort Leavenworth,,,,https://wilfordwoodruffpapers.org/subjects/fort-leavenworth-leavenworth-county-kansas-territory,53.2,63.62
6029,"Weston, Platte County, Missouri",,Missouri,Platte County,Weston,,,,,https://wilfordwoodruffpapers.org/subjects/weston-platte-county-missouri,54.8833,69.1667
6032,"Harwich, Barnstable County, Massachusetts",,Massachusetts,Barnstable County,Harwich,,,,,https://wilfordwoodruffpapers.org/subjects/harwich-barnstable-county-massachusetts,31.5333,35.095
6043,"Platte River, Nebraska Territory",,Nebraska Territory,,,Platte River,"Platte River, Nebraska",,,https://wilfordwoodruffpapers.org/subjects/platte-river-nebraska-territory,50.72,-1.88
6052,"Lehi, Utah County, Utah Territory",,Utah Territory,Utah County,Lehi,,,,,https://wilfordwoodruffpapers.org/subjects/lehi-utah-county-utah-territory,22.3094,114.2361
6053,"Temple Square, Great Salt Lake City, Great Salt Lake County, Utah Territory",,Utah,Salt Lake County,Salt Lake City,Temple Square,"Temple Square, Salt Lake City, Salt Lake County, Utah",,,https://wilfordwoodruffpapers.org/subjects/temple-square-great-salt-lake-city-great-salt-lake-county-utah-territory,50.05,72.95
6063,"Salt Lake City Temple, Salt Lake City, Salt Lake County, Utah Territory",,,,,,,,,https://wilfordwoodruffpapers.org/subjects/salt-lake-city-temple-salt-lake-city-salt-lake-county-utah-territory,43.6525,51.1575
6064,"Rio Grande River, United States",,,,,Rio Grande River,,,,https://wilfordwoodruffpapers.org/subjects/rio-grande-river-united-states,20.372,72.917
6066,"Beaver Creek, unorganized U.S. Territory",,unorganized U.S. Territory,,,Beaver Creek,"Beaver Creek, Nebraska",,,https://wilfordwoodruffpapers.org/subjects/beaver-creek-unorganized-us-territory,53.2833,69.3833
6069,"Hobble Creek, Utah County, Utah Territory",,Utah Territory,Utah County,,Hobble Creek,,,,https://wilfordwoodruffpapers.org/subjects/hobble-creek-utah-county-utah-territory,43.3019,68.2692
6070,"Payson, Utah County, Utah Territory",,Utah Territory,Utah County,Payson,,,,,https://wilfordwoodruffpapers.org/subjects/payson-utah-county-utah-territory,51.6667,75.3667
6071,"Salt Creek, Grand County, Utah Territory",,Utah Territory,Grand County,,Salt Creek,"Salt Creek, Grand County, Utah",,,https://wilfordwoodruffpapers.org/subjects/salt-creek-grand-county-utah-territory,31.2886,34.2519
6072,"Canal Creek, Sanpete County, Utah Territory",,Utah Territory,Sanpete County,,Canal Creek,,,,https://wilfordwoodruffpapers.org/subjects/canal-creek-sanpete-county-utah-territory,32.2222,35.2611
6073,"Fillmore, Millard County, Utah Territory",,Utah Territory,Millard County,Fillmore,,"Fillmore, Millard County, Utah",,,https://wilfordwoodruffpapers.org/subjects/fillmore-millard-county-utah-territory,28.0333,82.4833
6074,"Beaver, Beaver County, Utah Territory",,,Beaver County,Beaver,,,,,https://wilfordwoodruffpapers.org/subjects/beaver-beaver-county-utah-territory,43.3378,52.8553
6075,"Red Creek, Iron County, Utah Territory",,Utah Territory,Iron County,,Red Creek,,,,https://wilfordwoodruffpapers.org/subjects/red-creek-iron-county-utah-territory,43.6905,51.1417
6076,"Cedar City, Iron County, Utah Territory",,,,Cedar City,,,,,https://wilfordwoodruffpapers.org/subjects/cedar-city-iron-county-utah-territory,50.7167,-1.9833
6077,"Cedar Fort, Iron County, Utah Territory",,Utah Territory,Iron County,,Cedar Fort,"Cedar City, Iron County, Utah",,,https://wilfordwoodruffpapers.org/subjects/cedar-fort-iron-county-utah-territory,31.3444,34.3031
6086,"Parowan, Iron County, Utah Territory",,Utah Territory,Iron County,Parowan,,"Parowan, Iron County, Utah",,,https://wilfordwoodruffpapers.org/subjects/parowan-iron-county-utah-territory,27.0,84.8667
6087,"Corn Creek, Millard County, Utah Territory",,Utah Territory,Millard County,,Corn Creek,"Corn Creek (Kanosh Creek), Millard County, Utah",,,https://wilfordwoodruffpapers.org/subjects/corn-creek-millard-county-utah-territory,45.0167,78.3667
6088,"Sevier River, Utah Territory",,Utah,,,Sevier River,"Sevier River, Utah",,,https://wilfordwoodruffpapers.org/subjects/sevier-river-utah-territory,52.9667,63.1333
6089,"Chicken Creek, Juab and Sanpete Counties, Utah Territory",,Utah Territory,Juab and Sanpete Counties,,Chicken Creek,"Chicken Creek, Juab County, Utah",,,https://wilfordwoodruffpapers.org/subjects/chicken-creek-juab-and-sanpete-counties-utah-territory,22.2877,114.1365
6090,"Summit Creek, Woodland Hills, Utah County, Utah Territory",,Utah Territory,Utah County,Woodland Hills,Summit Creek,,,,https://wilfordwoodruffpapers.org/subjects/summit-creek-woodland-hills-utah-county-utah-territory,13.4692,144.7332
6091,"Spring Creek, Springville, Utah County, Utah Territory",,,,,Spring Creek,,,,https://wilfordwoodruffpapers.org/subjects/spring-creek-springville-utah-county-utah-territory,26.8167,87.2833
6092,"Spanish Fork, Utah County, Utah Territory",,Utah Territory,Utah County,Spanish Fork,,,,,https://wilfordwoodruffpapers.org/subjects/spanish-fork-utah-county-utah-territory,14.5417,121.0667
6094,"Cottonwood Heights, Great Salt Lake County, Utah Territory",,Utah Territory,Great Salt Lake County,Cottonwood Heights,,,,,https://wilfordwoodruffpapers.org/subjects/cottonwood-heights-great-salt-lake-county-utah-territory,22.3674,114.1273
6095,"Millcreek Canyon, Salt Lake County, Utah Territory",,,Salt Lake County,,Millcreek Canyon,,,,https://wilfordwoodruffpapers.org/subjects/millcreek-canyon-salt-lake-county-utah-territory,28.7136,80.5692
6096,"Great Salt Lake, Utah Territory",,Utah Territory,,,Great Salt Lake,,,,https://wilfordwoodruffpapers.org/subjects/great-salt-lake-utah-territory,31.5281,34.4831
6100,Japan,,,,,,,,,https://wilfordwoodruffpapers.org/subjects/japan,47.7833,67.7
6106,"Jordan River, Utah Territory",,Utah Territory,,,Jordan River,,,,https://wilfordwoodruffpapers.org/subjects/jordan-river-utah-territory,22.28,114.125
6109,"Adam-ondi-Ahman, Daviess County, Missouri",,Missouri,Daviess County,Adam-ondi-Ahman,,,,,https://wilfordwoodruffpapers.org/subjects/adam-ondi-ahman-daviess-county-missouri,42.8833,20.8667
6110,"Henderson, Jefferson County, New York",,New York,Jefferson County,Henderson,,,,,https://wilfordwoodruffpapers.org/subjects/henderson-jefferson-county-new-york,22.2871,114.1357
6111,"Temple Lot, Independence, Jackson County, Missouri",,,,,Temple Lot,,,,https://wilfordwoodruffpapers.org/subjects/temple-lot-independence-jackson-county-missouri,27.6667,85.2833
6115,"Big Cottonwood Canyon, Salt Lake County, Utah Territory",,Utah Territory,Salt Lake County,,Big Cottonwood Canyon,"Big Cottonwood Canyon, Utah",True,True,https://wilfordwoodruffpapers.org/subjects/big-cottonwood-canyon-salt-lake-county-utah-territory,22.3408,114.1871
6116,"Ogden River, Weber County, Utah Territory",,Utah Territory,Weber County,,Ogden River,,,,https://wilfordwoodruffpapers.org/subjects/ogden-river-weber-county-utah-territory,31.5539,34.5014
6119,"City Creek Canyon, Great Salt Lake County, Utah Territory",,Utah,Great Salt Lake County,,City Creek Canyon,,,,https://wilfordwoodruffpapers.org/subjects/city-creek-canyon-great-salt-lake-county-utah-territory,22.335,114.2067
6121,"Tooele, Tooele County, Utah Territory",,Utah Territory,Tooele County,Tooele,,,,,https://wilfordwoodruffpapers.org/subjects/tooele-tooele-county-utah-territory,24.87,92.35
6124,"Green River, Sweetwater County, Wyoming Territory",,Wyoming Territory,Sweetwater County,Green River,,"Green River, Sweetwater County, Wyoming",,,https://wilfordwoodruffpapers.org/subjects/green-river-sweetwater-county-wyoming-territory,31.4189,34.3517
6128,"Laramie, Albany County, Wyoming Territory",,Wyoming Territory,,,,,,,https://wilfordwoodruffpapers.org/subjects/laramie-albany-county-wyoming-territory,32.1903,34.9686
6130,"Bitter Creek, unorganized U.S. Territory",,unorganized U.S. Territory,,,Bitter Creek,"Bitter Creek, Wyoming",,,https://wilfordwoodruffpapers.org/subjects/bitter-creek-unorganized-us-territory,22.4423,114.167
6142,"Colorado River, United States",,,,,Colorado River,,,,https://wilfordwoodruffpapers.org/subjects/colorado-river-united-states,43.8844,77.0687
6144,"Utah Lake, Utah County, Utah Territory",,Utah Territory,Utah County,,Utah Lake,,,,https://wilfordwoodruffpapers.org/subjects/utah-lake-utah-county-utah-territory,31.3428,34.3253
